firm_id,V_inclusive_value,avg_distance,sd_distance,gamma
1,0.5903058992751073,7.820634383767907,3.8254661702956674,0.05
2,-2.0800709646958078,7.732209775723053,3.773737930259519,0.05
3,0.08009008627934186,11.037979373977478,4.5222643913876075,0.05
4,3.887098705988172,9.993445337582827,4.350387376630712,0.05
