firm_id,w,c,L,S,Y,logw,logc,rank,A,xi,x,y,comp,original_firm_id
1,1.1555204140943762,6.351101048258439,0.3850492688160006,11.29087433351867,2471.8521909872684,0.1445508174688207,1.8486281913002232,2,1.459067518455934,-0.132448188068996,-4.696305323542408,5.511582836873834,3,1
2,0.7013168260782208,4.329667519544973,0.0303802097059693,10.711018735121977,164.71428251207968,-0.3547955310303567,1.4654907537417678,0,0.7734674018181291,-0.3060933095440241,4.617932387109494,5.57136121370713,2,3
3,1.0210250873596671,5.5610358271505245,0.2075314213351462,11.05037235489458,1315.804753630067,0.0208071102417421,1.715784390758046,1,1.295599661539356,-0.0239454649293677,-9.794447563898643,4.029149680128466,3,6
4,2.382537723737152,17.59674975469458,0.0128129404992321,18.653467940139553,101.12664673116969,0.8681661900985821,2.867714211961226,3,0.6078366521160756,-0.4537322445047397,-8.097213456154705,5.359104016630227,3,10
