sim,a_skill,s_skill,eps_outside,U_outside_total,choice,feasible_firm_1,feasible_firm_2,feasible_firm_3,feasible_firm_4,feasible_firm_5,feasible_firm_6,feasible_firm_7,feasible_firm_8,feasible_firm_9,feasible_firm_10,eps_firm_1,eps_firm_2,eps_firm_3,eps_firm_4,eps_firm_5,eps_firm_6,eps_firm_7,eps_firm_8,eps_firm_9,eps_firm_10,U_firm_1,U_firm_2,U_firm_3,U_firm_4,U_firm_5,U_firm_6,U_firm_7,U_firm_8,U_firm_9,U_firm_10
40,-0.12884317401529438,7.308441315080294,0.7492374447564534,0.7492374447564534,0,False,False,True,False,False,False,False,False,False,False,0.18756772234075786,1.0440483295161447,-1.4761592436705442,-0.15047421047192464,0.007232067541182622,-1.0029934144377548,0.542968371892885,-1.3806771475577462,2.360998160195784,-1.4907969620739605,-inf,-inf,-0.9045761005500187,-inf,-inf,-inf,-inf,-inf,-inf,-inf
41,1.9102204760101853,9.347504965105774,0.1423041179198106,0.1423041179198106,1,True,False,True,False,False,False,False,False,False,False,0.8191360448534719,1.4827639684632286,-1.3984370930656385,1.3161369470967403,-0.7519637242157949,2.8346463730042606,-0.4798175333262388,-0.7114927280865807,1.2696798477026725,-1.3271352967337144,3.4710123848799332,-inf,-0.826853949945113,-inf,-inf,-inf,-inf,-inf,-inf,-inf
42,-3.5477277792714377,3.8895567098241504,1.7579493642456816,1.7579493642456816,0,False,False,False,False,False,False,False,False,False,False,0.6090845244901424,-1.2773855975782098,2.116402172385012,-0.16620680289948456,1.9221709294288514,-0.1450751294655811,1.7867962693698585,-1.057076875502468,-0.8961104316515647,-1.4258381282089883,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
43,-0.04732242419703414,7.389962064898554,0.718198589375713,0.718198589375713,3,False,False,True,False,False,False,False,False,False,False,0.46682472099031713,0.9762599239480976,0.389197137456785,1.3031369401969344,-1.1694886975866587,0.6142740825215509,0.8928066547051051,-1.007085202715586,0.8509911919462637,0.6027321651507936,-inf,-inf,0.9607802805773105,-inf,-inf,-inf,-inf,-inf,-inf,-inf
44,-0.0750077412380941,7.362276747857494,-0.2710927886123109,-0.2710927886123109,3,False,False,True,False,False,False,False,False,False,False,0.5896030706305775,1.38086803181872,0.0278019395589105,1.6793617737969013,0.03599152702719045,-0.02839524453291726,-0.018415957529304968,0.8350848334397396,0.6837665704228256,1.177961366715463,-inf,-inf,0.599385082679436,-inf,-inf,-inf,-inf,-inf,-inf,-inf
45,-0.37978428221532257,7.057500206880265,-0.23081298818116056,-0.23081298818116056,3,False,False,True,False,False,False,False,False,False,False,-0.16197520816316632,-1.2673359252791876,-0.7787559887642036,0.5786633408017752,-0.34954668959524726,-0.03243408647745441,0.2612429818487922,1.8913387794567447,0.3848915050024279,1.4082634452637601,-inf,-inf,-0.2071728456436781,-inf,-inf,-inf,-inf,-inf,-inf,-inf
46,1.4145243055008743,8.851808794596462,-0.2959242540677556,-0.2959242540677556,1,True,False,True,False,False,False,False,False,False,False,1.6228100415645557,2.3573395763657308,2.1632862884026265,-0.42563797033894385,-1.0434529009134377,1.07263521928958,2.1568770015418592,-0.2070493990929235,0.30192484213984155,0.07195975921471964,4.274686381591017,-inf,2.734869431523152,-inf,-inf,-inf,-inf,-inf,-inf,-inf
47,0.03223226993311923,7.469516759028707,-0.506436887359258,-0.506436887359258,3,False,False,True,False,False,False,False,False,False,False,0.1287104312125507,-0.48277412295718203,-0.0697511379696335,-0.14412979227895406,-0.2881879156595865,0.14711514717920965,0.8076297538516142,0.6839557630963942,3.790731920486754,3.2731488076319657,-inf,-inf,0.501832005150892,-inf,-inf,-inf,-inf,-inf,-inf,-inf
48,-1.5461861582175485,5.891098330878039,-0.4820266858898602,-0.4820266858898602,0,False,False,False,False,False,False,False,False,False,False,-0.2056764532114408,0.7216426249999015,0.42614383936272265,-0.5993112359961686,-0.4380751339174416,0.05956063067773711,-0.6370493337957143,-1.3540734895906203,0.024886239657486178,-1.2535114355540684,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
49,1.7735126836706971,9.210797172766284,-0.40243758016574194,-0.40243758016574194,1,True,False,True,False,False,False,False,False,False,False,2.2922203952164426,1.3837692724718766,0.8812643949023122,2.086737870792972,-0.23003984164739744,0.8441683497716392,1.6891085181343,1.4198771904945877,3.6857180657546396,-1.173208270428351,4.944096735242904,-inf,1.4528475380228376,-inf,-inf,-inf,-inf,-inf,-inf,-inf
