firm_id,c_hat,log_c_hat,log1_minus_beta_hat,w,log_w,Y,log_Y,L_data,log_L_data,S_hat,log_S_hat,m_manual,m_json,m_diff,Wm
1,11.485802311814595,2.441111691064197,-1.0000005000003334e-06,2.430231724328963,0.8879866126121574,730.743436614114,6.594062422239236,413.0,6.023447592961033,13.257761719146341,2.5845831710484237,-0.46084426331868134,-0.4608442633186818,4.440892098500626e-16,-0.4608442633186818
2,11.95433351761506,2.481093850097776,-1.0000005000003334e-06,2.08887424026641,0.7366252798366747,291.8606017270855,5.676276296935156,216.0,5.375278407684165,13.789454830857462,2.623904157365828,-0.5784386978542364,-0.578438697854236,-4.440892098500626e-16,-0.578438697854236
